x_1,x_2,Label
85,374,2
187,321,2
190,81,2
45,326,2
165,406,2
580,69,2
572,49,2
55,234,2
356,229,2
457,115,2
301,83,2
282,100,2
570,61,2
362,350,2
331,107,2
212,218,2
308,231,2
442,205,2
462,171,2
40,370,2
189,340,2
305,37,2
568,90,2
75,191,2
